product_name,period,financial_year,Actual Consumption,Forecasted_Consumption,Method,Adopted,Reviewed
Implanon,01/09/2025,25/26,42043,39705,Consumption LMIS,No,
Implanon,01/10/2025,25/26,36643,39705,Consumption LMIS,No,
Implanon,01/11/2025,25/26,,39705,Consumption LMIS,No,
Implanon,01/12/2025,25/26,,39705,Consumption LMIS,No,
Implanon,01/01/2026,25/26,,39705,Consumption LMIS,No,
Implanon,01/02/2026,25/26,,39705,Consumption LMIS,No,
Implanon,01/03/2026,25/26,,39705,Consumption LMIS,No,
Implanon,01/08/2025,25/26,39817,15705.3,Demographic,No,
Implanon,01/09/2025,25/26,42043,15705.3,Demographic,No,
Implanon,01/10/2025,25/26,36643,15705.3,Demographic,No,
Implanon,01/11/2025,25/26,,15705.3,Demographic,No,
Implanon,01/12/2025,25/26,,15705.3,Demographic,No,
Implanon,01/01/2026,25/26,,15705.3,Demographic,No,
Implanon,01/02/2026,25/26,,15705.3,Demographic,No,
Implanon,01/03/2026,25/26,,15705.3,Demographic,No,
Jadelle,01/07/2025,25/26,34291,33772.5,Consumption AI,No,
Jadelle,01/08/2025,25/26,35386,33772.5,Consumption AI,No,
Jadelle,01/09/2025,25/26,36504,33772.5,Consumption AI,No,
Jadelle,01/10/2025,25/26,31754,33772.5,Consumption AI,No,
Jadelle,01/11/2025,25/26,,33772.5,Consumption AI,No,
Jadelle,01/12/2025,25/26,,33772.5,Consumption AI,No,
Jadelle,01/01/2026,25/26,,33772.5,Consumption AI,No,
Jadelle,01/02/2026,25/26,,33772.5,Consumption AI,No,
Jadelle,01/03/2026,25/26,,33772.5,Consumption AI,No,
Jadelle,01/07/2025,25/26,34291,44598,Consumption LMIS,No,
Jadelle,01/08/2025,25/26,35386,44598,Consumption LMIS,No,
Jadelle,01/09/2025,25/26,36504,44598,Consumption LMIS,No,
Jadelle,01/10/2025,25/26,31754,44598,Consumption LMIS,No,
Jadelle,01/11/2025,25/26,,44598,Consumption LMIS,No,
Jadelle,01/12/2025,25/26,,44598,Consumption LMIS,No,
Jadelle,01/01/2026,25/26,,44598,Consumption LMIS,No,
Jadelle,01/02/2026,25/26,,44598,Consumption LMIS,No,
Jadelle,01/03/2026,25/26,,44598,Consumption LMIS,No,
Jadelle,01/07/2025,25/26,34291,17220.8,Demographic,No,
Jadelle,01/08/2025,25/26,35386,17220.8,Demographic,No,
Jadelle,01/09/2025,25/26,36504,17220.8,Demographic,No,
Jadelle,01/10/2025,25/26,31754,17220.8,Demographic,No,
Jadelle,01/11/2025,25/26,,17220.8,Demographic,No,
Jadelle,01/12/2025,25/26,,17220.8,Demographic,No,
Jadelle,01/01/2026,25/26,,17220.8,Demographic,No,
Jadelle,01/02/2026,25/26,,17220.8,Demographic,No,
Jadelle,01/03/2026,25/26,,17220.8,Demographic,No,
Levoplant,01/07/2025,25/26,6699,9584.9,Consumption AI,No,
Levoplant,01/08/2025,25/26,6878,9584.9,Consumption AI,No,
Levoplant,01/09/2025,25/26,7433,9584.9,Consumption AI,No,
Levoplant,01/10/2025,25/26,7970,9584.9,Consumption AI,No,
Levoplant,01/11/2025,25/26,,9584.9,Consumption AI,No,
Levoplant,01/12/2025,25/26,,9584.9,Consumption AI,No,
Levoplant,01/01/2026,25/26,,9584.9,Consumption AI,No,
Levoplant,01/02/2026,25/26,,9584.9,Consumption AI,No,
Levoplant,01/03/2026,25/26,,9584.9,Consumption AI,No,
Levoplant,01/07/2025,25/26,6699,8508.9,Service AI ,No,
Levoplant,01/08/2025,25/26,6878,8508.9,Service AI ,No,
Levoplant,01/09/2025,25/26,7433,8508.9,Service AI ,No,
Levoplant,01/10/2025,25/26,7970,8508.9,Service AI ,No,
Levoplant,01/11/2025,25/26,,8508.9,Service AI ,No,
Levoplant,01/12/2025,25/26,,8508.9,Service AI ,No,
Levoplant,01/01/2026,25/26,,8508.9,Service AI ,No,
Levoplant,01/02/2026,25/26,,8508.9,Service AI ,No,
Levoplant,01/03/2026,25/26,,8508.9,Service AI ,No,
Levoplant,01/07/2025,25/26,6699,10470.3,Demographic,No,
Levoplant,01/08/2025,25/26,6878,10470.3,Demographic,No,
Levoplant,01/09/2025,25/26,7433,10470.3,Demographic,No,
Levoplant,01/10/2025,25/26,7970,10470.3,Demographic,No,
Levoplant,01/11/2025,25/26,,10470.3,Demographic,No,
Levoplant,01/12/2025,25/26,,10470.3,Demographic,No,
Levoplant,01/01/2026,25/26,,10470.3,Demographic,No,
Levoplant,01/02/2026,25/26,,10470.3,Demographic,No,
Levoplant,01/03/2026,25/26,,10470.3,Demographic,No,
Non-Hormonal IUCD,01/07/2025,25/26,5823,10470.3,Demographic,No,
Non-Hormonal IUCD,01/08/2025,25/26,5168,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/09/2025,25/26,5258,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/10/2025,25/26,5140,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/11/2025,25/26,,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/12/2025,25/26,,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/01/2026,25/26,,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/02/2026,25/26,,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/03/2026,25/26,,5734.8,Consumption AI,No,
Non-Hormonal IUCD,01/07/2025,25/26,5823,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/08/2025,25/26,5168,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/09/2025,25/26,5258,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/10/2025,25/26,5140,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/11/2025,25/26,,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/12/2025,25/26,,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/01/2026,25/26,,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/02/2026,25/26,,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/03/2026,25/26,,8475,Consumption LMIS,No,
Non-Hormonal IUCD,01/07/2025,25/26,5823,4137.8,Demographic,No,
Non-Hormonal IUCD,01/08/2025,25/26,5168,4137.8,Demographic,No,
Non-Hormonal IUCD,01/09/2025,25/26,5258,4137.8,Demographic,No,
Non-Hormonal IUCD,01/10/2025,25/26,5140,4137.8,Demographic,No,
Non-Hormonal IUCD,01/11/2025,25/26,,4137.8,Demographic,No,
Non-Hormonal IUCD,01/12/2025,25/26,,4137.8,Demographic,No,
Non-Hormonal IUCD,01/01/2026,25/26,,4137.8,Demographic,No,
Non-Hormonal IUCD,01/02/2026,25/26,,4137.8,Demographic,No,
Non-Hormonal IUCD,01/03/2026,25/26,,4137.8,Demographic,No,
Male Condoms,01/07/2025,25/26,1322091,1578092.2,Consumption AI,No,
Male Condoms,01/08/2025,25/26,1333878,1578092.2,Consumption AI,No,
Male Condoms,01/09/2025,25/26,1362762,1578092.2,Consumption AI,No,
Male Condoms,01/10/2025,25/26,1456607,1578092.2,Consumption AI,No,
Male Condoms,01/11/2025,25/26,,1578092.2,Consumption AI,No,
Male Condoms,01/12/2025,25/26,,1578092.2,Consumption AI,No,
Male Condoms,01/01/2026,25/26,,1578092.2,Consumption AI,No,
Male Condoms,01/02/2026,25/26,,1578092.2,Consumption AI,No,
Male Condoms,01/03/2026,25/26,,1578092.2,Consumption AI,No,
Male Condoms,01/07/2025,25/26,1322091,436793.2,Service AI ,No,
Male Condoms,01/08/2025,25/26,1333878,436793.2,Service AI ,No,
Male Condoms,01/09/2025,25/26,1362762,436793.2,Service AI ,No,
Male Condoms,01/10/2025,25/26,1456607,436793.2,Service AI ,No,
Male Condoms,01/11/2025,25/26,,436793.2,Service AI ,No,
Male Condoms,01/12/2025,25/26,,436793.2,Service AI ,No,
Male Condoms,01/01/2026,25/26,,436793.2,Service AI ,No,
Male Condoms,01/02/2026,25/26,,436793.2,Service AI ,No,
Male Condoms,01/03/2026,25/26,,436793.2,Service AI ,No,
Male Condoms,01/07/2025,25/26,1322091,1749890.5,Demographic,No,
Male Condoms,01/08/2025,25/26,1333878,1749890.5,Demographic,No,
Male Condoms,01/09/2025,25/26,1362762,1749890.5,Demographic,No,
Male Condoms,01/10/2025,25/26,1456607,1749890.5,Demographic,No,
Male Condoms,01/11/2025,25/26,,1749890.5,Demographic,No,
Male Condoms,01/12/2025,25/26,,1749890.5,Demographic,No,
Male Condoms,01/01/2026,25/26,,1749890.5,Demographic,No,
Male Condoms,01/02/2026,25/26,,1749890.5,Demographic,No,
Male Condoms,01/03/2026,25/26,,1749890.5,Demographic,No,
POPs,01/07/2025,25/26,25576,26013.6,Consumption AI,No,
POPs,01/08/2025,25/26,"24,102",26013.6,Consumption AI,No,
POPs,01/09/2025,25/26,"24,909",26013.6,Consumption AI,No,
POPs,01/10/2025,25/26,28876,26013.6,Consumption AI,No,
POPs,01/11/2025,25/26,,26013.6,Consumption AI,No,
POPs,01/12/2025,25/26,,26013.6,Consumption AI,No,
POPs,01/01/2026,25/26,,26013.6,Consumption AI,No,
POPs,01/02/2026,25/26,,26013.6,Consumption AI,No,
POPs,01/03/2026,25/26,,26013.6,Consumption AI,No,
POPs,01/07/2025,25/26,25576,40151,Consumption LMIS,No,
POPs,01/08/2025,25/26,"24,102",40151,Consumption LMIS,No,
POPs,01/09/2025,25/26,"24,909",40151,Consumption LMIS,No,
POPs,01/10/2025,25/26,28876,40151,Consumption LMIS,No,
POPs,01/11/2025,25/26,,40151,Consumption LMIS,No,
POPs,01/12/2025,25/26,,40151,Consumption LMIS,No,
POPs,01/01/2026,25/26,,40151,Consumption LMIS,No,
POPs,01/02/2026,25/26,,40151,Consumption LMIS,No,
POPs,01/03/2026,25/26,,40151,Consumption LMIS,No,
POPs,01/07/2025,25/26,25576,56288.9,Demographic,No,
POPs,01/08/2025,25/26,"24,102",56288.9,Demographic,No,
POPs,01/09/2025,25/26,"24,909",56288.9,Demographic,No,
POPs,01/10/2025,25/26,28876,56288.9,Demographic,No,
POPs,01/11/2025,25/26,,56288.9,Demographic,No,
POPs,01/12/2025,25/26,,56288.9,Demographic,No,
POPs,01/01/2026,25/26,,56288.9,Demographic,No,
POPs,01/02/2026,25/26,,56288.9,Demographic,No,
POPs,01/03/2026,25/26,,56288.9,Demographic,No,
